system:index,Date,District,EVI,Month,NDVI,Year,.geo
2001_07_12_5,2001-07-12,Jaffna,0.3869,7,0.5795,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_07_28_0,2001-07-28,Matale,0.2024,7,0.3678,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_07_28_1,2001-07-28,Anuradhapura,0.4016,7,0.5892,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_07_28_2,2001-07-28,Polonnaruwa,0.4935,7,0.7465,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_07_28_3,2001-07-28,Hambantota,,7,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_07_28_4,2001-07-28,Monaragala,0.3726,7,0.7027,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_07_28_5,2001-07-28,Jaffna,0.1581,7,0.2516,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_08_13_0,2001-08-13,Matale,0.2568,8,0.3222,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_08_13_1,2001-08-13,Anuradhapura,0.4463,8,0.5376,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_08_13_2,2001-08-13,Polonnaruwa,0.5454,8,0.716,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_08_13_3,2001-08-13,Hambantota,,8,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_08_13_4,2001-08-13,Monaragala,0.4727,8,0.6829,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_08_13_5,2001-08-13,Jaffna,0.4394,8,0.5926,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_08_29_0,2001-08-29,Matale,0.314,8,0.4906,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_08_29_1,2001-08-29,Anuradhapura,0.3446,8,0.494,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_08_29_2,2001-08-29,Polonnaruwa,0.3803,8,0.5608,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_08_29_3,2001-08-29,Hambantota,,8,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_08_29_4,2001-08-29,Monaragala,0.2816,8,0.5211,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_08_29_5,2001-08-29,Jaffna,0.3867,8,0.6806,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_09_14_0,2001-09-14,Matale,0.2952,9,0.4185,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_09_14_1,2001-09-14,Anuradhapura,0.3742,9,0.4865,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_09_14_2,2001-09-14,Polonnaruwa,0.4301,9,0.5631,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_09_14_3,2001-09-14,Hambantota,,9,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_09_14_4,2001-09-14,Monaragala,0.3519,9,0.643,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_09_14_5,2001-09-14,Jaffna,0.1143,9,0.1513,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_09_30_0,2001-09-30,Matale,0.0791,9,0.0799,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_09_30_1,2001-09-30,Anuradhapura,0.2048,9,0.2382,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_09_30_2,2001-09-30,Polonnaruwa,0.4582,9,0.6017,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_09_30_3,2001-09-30,Hambantota,,9,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_09_30_4,2001-09-30,Monaragala,0.3653,9,0.6211,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_09_30_5,2001-09-30,Jaffna,0.4568,9,0.5596,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_10_16_0,2001-10-16,Matale,0.3588,10,0.639,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_10_16_1,2001-10-16,Anuradhapura,0.4545,10,0.6198,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_10_16_2,2001-10-16,Polonnaruwa,0.398,10,0.5752,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_10_16_3,2001-10-16,Hambantota,0.2877,10,0.4388,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_10_16_4,2001-10-16,Monaragala,0.4609,10,0.7079,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_10_16_5,2001-10-16,Jaffna,0.3935,10,0.5623,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_11_01_0,2001-11-01,Matale,0.4668,11,0.7087,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_11_01_1,2001-11-01,Anuradhapura,0.3943,11,0.5417,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_11_01_2,2001-11-01,Polonnaruwa,0.4714,11,0.6701,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_11_01_3,2001-11-01,Hambantota,,11,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_11_01_4,2001-11-01,Monaragala,0.3746,11,0.7366,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_11_01_5,2001-11-01,Jaffna,0.3701,11,0.5499,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_11_17_0,2001-11-17,Matale,0.4063,11,0.6611,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_11_17_1,2001-11-17,Anuradhapura,0.3593,11,0.6638,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_11_17_2,2001-11-17,Polonnaruwa,0.4131,11,0.6821,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_11_17_3,2001-11-17,Hambantota,,11,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_11_17_4,2001-11-17,Monaragala,0.2815,11,0.5272,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_11_17_5,2001-11-17,Jaffna,0.3531,11,0.7564,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_12_03_0,2001-12-03,Matale,0.317,12,0.6029,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_12_03_1,2001-12-03,Anuradhapura,0.3128,12,0.4776,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_12_03_2,2001-12-03,Polonnaruwa,0.3658,12,0.6389,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_12_03_3,2001-12-03,Hambantota,0.3654,12,0.6915,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_12_03_4,2001-12-03,Monaragala,0.4424,12,0.7407,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_12_03_5,2001-12-03,Jaffna,0.4884,12,0.8168,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2001_12_19_0,2001-12-19,Matale,0.3427,12,0.5881,2001,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2001_12_19_1,2001-12-19,Anuradhapura,0.2263,12,0.5031,2001,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2001_12_19_2,2001-12-19,Polonnaruwa,0.2263,12,0.3484,2001,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2001_12_19_3,2001-12-19,Hambantota,,12,,2001,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2001_12_19_4,2001-12-19,Monaragala,0.5593,12,0.4597,2001,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2001_12_19_5,2001-12-19,Jaffna,0.5376,12,0.5831,2001,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_01_01_0,2002-01-01,Matale,0.4263,1,0.6305,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_01_01_1,2002-01-01,Anuradhapura,0.2263,1,0.5031,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_01_01_2,2002-01-01,Polonnaruwa,0.4775,1,0.7226,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_01_01_3,2002-01-01,Hambantota,,1,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_01_01_4,2002-01-01,Monaragala,0.4453,1,0.8623,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_01_01_5,2002-01-01,Jaffna,0.3433,1,0.5104,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_01_17_0,2002-01-17,Matale,0.2819,1,0.6412,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_01_17_1,2002-01-17,Anuradhapura,0.3329,1,0.6379,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_01_17_2,2002-01-17,Polonnaruwa,0.3562,1,0.7268,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_01_17_3,2002-01-17,Hambantota,0.3126,1,0.6142,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_01_17_4,2002-01-17,Monaragala,0.2715,1,0.5427,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_01_17_5,2002-01-17,Jaffna,0.3615,1,0.6841,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_02_02_0,2002-02-02,Matale,0.3252,2,0.5667,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_02_02_1,2002-02-02,Anuradhapura,0.4447,2,0.6359,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_02_02_2,2002-02-02,Polonnaruwa,0.4475,2,0.6953,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_02_02_3,2002-02-02,Hambantota,,2,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_02_02_4,2002-02-02,Monaragala,0.4925,2,0.7344,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_02_02_5,2002-02-02,Jaffna,0.2696,2,0.4189,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_02_18_0,2002-02-18,Matale,0.3328,2,0.4952,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_02_18_1,2002-02-18,Anuradhapura,0.3367,2,0.6715,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_02_18_2,2002-02-18,Polonnaruwa,0.4091,2,0.5509,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_02_18_3,2002-02-18,Hambantota,,2,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_02_18_4,2002-02-18,Monaragala,0.3975,2,0.6254,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_02_18_5,2002-02-18,Jaffna,0.4221,2,0.6571,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_03_06_0,2002-03-06,Matale,0.3888,3,0.5774,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_03_06_1,2002-03-06,Anuradhapura,0.3855,3,0.5897,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_03_06_2,2002-03-06,Polonnaruwa,0.4284,3,0.6699,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_03_06_3,2002-03-06,Hambantota,,3,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_03_06_4,2002-03-06,Monaragala,0.3318,3,0.5809,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_03_06_5,2002-03-06,Jaffna,0.4269,3,0.6182,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_03_22_0,2002-03-22,Matale,0.2898,3,0.5874,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_03_22_1,2002-03-22,Anuradhapura,0.338,3,0.6108,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_03_22_2,2002-03-22,Polonnaruwa,0.273,3,0.6201,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_03_22_3,2002-03-22,Hambantota,,3,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_03_22_4,2002-03-22,Monaragala,0.5061,3,0.6788,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_03_22_5,2002-03-22,Jaffna,0.4024,3,0.5761,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_04_07_0,2002-04-07,Matale,0.3353,4,0.5358,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_04_07_1,2002-04-07,Anuradhapura,0.3612,4,0.6088,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_04_07_2,2002-04-07,Polonnaruwa,0.3507,4,0.4952,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_04_07_3,2002-04-07,Hambantota,,4,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_04_07_4,2002-04-07,Monaragala,0.3095,4,0.5873,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_04_07_5,2002-04-07,Jaffna,0.3956,4,0.5848,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_04_23_0,2002-04-23,Matale,0.2444,4,0.4904,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_04_23_1,2002-04-23,Anuradhapura,0.4166,4,0.689,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_04_23_2,2002-04-23,Polonnaruwa,0.4124,4,0.6389,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_04_23_3,2002-04-23,Hambantota,,4,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_04_23_4,2002-04-23,Monaragala,0.4876,4,0.7298,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_04_23_5,2002-04-23,Jaffna,0.3732,4,0.6733,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_05_09_0,2002-05-09,Matale,0.4414,5,0.5985,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_05_09_1,2002-05-09,Anuradhapura,0.4319,5,0.7033,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_05_09_2,2002-05-09,Polonnaruwa,0.3599,5,0.5719,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_05_09_3,2002-05-09,Hambantota,0.3619,5,0.5675,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_05_09_4,2002-05-09,Monaragala,0.3283,5,0.6518,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_05_09_5,2002-05-09,Jaffna,0.4239,5,0.5999,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_05_25_0,2002-05-25,Matale,0.4023,5,0.6195,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_05_25_1,2002-05-25,Anuradhapura,0.4338,5,0.5821,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_05_25_2,2002-05-25,Polonnaruwa,0.3008,5,0.5054,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_05_25_3,2002-05-25,Hambantota,,5,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_05_25_4,2002-05-25,Monaragala,0.4259,5,0.6881,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_05_25_5,2002-05-25,Jaffna,0.3811,5,0.5536,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_06_10_0,2002-06-10,Matale,0.434,6,0.6415,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_06_10_1,2002-06-10,Anuradhapura,0.4291,6,0.5931,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_06_10_2,2002-06-10,Polonnaruwa,0.4595,6,0.6573,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_06_10_3,2002-06-10,Hambantota,,6,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_06_10_4,2002-06-10,Monaragala,0.4221,6,0.6585,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_06_10_5,2002-06-10,Jaffna,0.4311,6,0.5893,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_06_26_0,2002-06-26,Matale,0.394,6,0.5717,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_06_26_1,2002-06-26,Anuradhapura,0.3808,6,0.5825,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_06_26_2,2002-06-26,Polonnaruwa,0.3935,6,0.639,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_06_26_3,2002-06-26,Hambantota,,6,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_06_26_4,2002-06-26,Monaragala,0.4757,6,0.7165,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_06_26_5,2002-06-26,Jaffna,0.3398,6,0.5173,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_07_12_0,2002-07-12,Matale,0.3371,7,0.4415,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_07_12_1,2002-07-12,Anuradhapura,0.3956,7,0.5449,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_07_12_2,2002-07-12,Polonnaruwa,0.4495,7,0.7154,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_07_12_3,2002-07-12,Hambantota,,7,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_07_12_4,2002-07-12,Monaragala,0.3317,7,0.6496,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_07_12_5,2002-07-12,Jaffna,0.3152,7,0.6324,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_07_28_0,2002-07-28,Matale,0.216,7,0.2947,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_07_28_1,2002-07-28,Anuradhapura,0.2471,7,0.3342,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_07_28_2,2002-07-28,Polonnaruwa,0.4314,7,0.602,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_07_28_3,2002-07-28,Hambantota,,7,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_07_28_4,2002-07-28,Monaragala,0.4201,7,0.6248,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_07_28_5,2002-07-28,Jaffna,0.2308,7,0.3599,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_08_13_0,2002-08-13,Matale,0.2219,8,0.3956,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_08_13_1,2002-08-13,Anuradhapura,0.373,8,0.4959,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_08_13_2,2002-08-13,Polonnaruwa,0.4398,8,0.6255,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_08_13_3,2002-08-13,Hambantota,,8,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_08_13_4,2002-08-13,Monaragala,0.4399,8,0.6187,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_08_13_5,2002-08-13,Jaffna,0.3485,8,0.5013,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_08_29_0,2002-08-29,Matale,0.4351,8,0.5987,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_08_29_1,2002-08-29,Anuradhapura,0.3069,8,0.5547,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_08_29_2,2002-08-29,Polonnaruwa,0.4079,8,0.5388,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_08_29_3,2002-08-29,Hambantota,,8,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_08_29_4,2002-08-29,Monaragala,0.3529,8,0.6139,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_08_29_5,2002-08-29,Jaffna,0.3951,8,0.5227,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_09_14_0,2002-09-14,Matale,0.3013,9,0.4337,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_09_14_1,2002-09-14,Anuradhapura,0.4677,9,0.64,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_09_14_2,2002-09-14,Polonnaruwa,0.3762,9,0.5011,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_09_14_3,2002-09-14,Hambantota,,9,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_09_14_4,2002-09-14,Monaragala,0.3296,9,0.6334,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_09_14_5,2002-09-14,Jaffna,0.2985,9,0.5589,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_09_30_0,2002-09-30,Matale,0.2695,9,0.4335,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_09_30_1,2002-09-30,Anuradhapura,0.4296,9,0.6064,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_09_30_2,2002-09-30,Polonnaruwa,0.3843,9,0.5865,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_09_30_3,2002-09-30,Hambantota,,9,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_09_30_4,2002-09-30,Monaragala,0.4335,9,0.7038,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_09_30_5,2002-09-30,Jaffna,0.3564,9,0.5675,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_10_16_0,2002-10-16,Matale,0.2746,10,0.5754,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_10_16_1,2002-10-16,Anuradhapura,0.3428,10,0.5407,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_10_16_2,2002-10-16,Polonnaruwa,0.4379,10,0.6665,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_10_16_3,2002-10-16,Hambantota,,10,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_10_16_4,2002-10-16,Monaragala,0.5231,10,0.7485,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_10_16_5,2002-10-16,Jaffna,0.3361,10,0.4845,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_11_01_0,2002-11-01,Matale,0.4948,11,0.5902,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_11_01_1,2002-11-01,Anuradhapura,0.4176,11,0.6475,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_11_01_2,2002-11-01,Polonnaruwa,0.3905,11,0.7209,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_11_01_3,2002-11-01,Hambantota,,11,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2002_11_01_4,2002-11-01,Monaragala,0.4436,11,0.6778,2002,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2002_11_01_5,2002-11-01,Jaffna,0.427,11,0.5829,2002,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2002_11_17_0,2002-11-17,Matale,0.4115,11,0.7255,2002,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2002_11_17_1,2002-11-17,Anuradhapura,0.4155,11,0.6336,2002,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2002_11_17_2,2002-11-17,Polonnaruwa,0.306,11,0.6298,2002,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2002_11_17_3,2002-11-17,Hambantota,,11,,2002,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
